2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026,,,,,,,,,,,,,,,,
JAN,,,,FEB,,,,MAR,,,,APR,,,,MAY,,,,JUN,,,,JUL,,,,AUG,,,,SEP,,,,OCT,,,,NOV,,,,DEC,,,,JAN,,,,FEB,,,,MAR,,,,APR,,,,MAY,,,,JUN,,,,JUL,,,,AUG,,,,SEP,,,,OCT,,,,NOV,,,,DEC,,,,JAN,,,,FEB,,,,MAR,,,,APR,,,,MAY,,,,JUN,,,,JUL,,,,AUG,,,,SEP,,,,OCT,,,,NOV,,,,DEC,,,,JAN,,,,FEB,,,,MAR,,,,APR,,,,MAY,,,,JUN,,,,JUL,,,,AUG,,,,SEP,,,,OCT,,,,NOV,,,,DEC,,,,Jan,,,,Feb,,,,Mar,,,,Apr,,,,MAY,,,,Jun,,,,Jul,,,,Aug,,,,Sep,,,,Oct,,,,Nov,,,,Dec,,,,Jan,,,,Feb,,,,Mar,,,,Apr,,,,May,,,,Jun,,,,Jul,,,,Aug,,,,Sep,,,,Oct,,,,Nov,,,,Dec,,,,Jan,,,,Feb,,,,Mar,,,,Apr,,,,MAY,,,,JUN,,,,JUL,,,,AUG,,,,SEP,,,,OCT,,,,NOV,,,,DEC,,,,Jan,,,,Feb,,,,Mar,,,,Apr,,,,May,,,,Jun,,,,Jul,,,,Aug,,,,Sep,,,,Oct,,,,Nov,,,,Dec,,,,Jan,,,,Feb,,,,Mar,,,,Apr,,,,May,,,,Jun,,,,Jul,,,,Aug,,,,Sep,,,,Oct,,,,Nov,,,,Dec,,,,Jan,,,,Feb,,,,Mar,,,,Apr,,,,May,,,,Jun,,,,Jul,,,,Aug,,,,Sep,,,,Oct,,,,Nov,,,,Dec,,,,Jan,,,,Feb,,,,Mar,,,,Apr,,,,May,,,,Jun,,,,Jul,,,,Aug,,,,Sep,,,,Oct,,,,Nov,,,,Dec,,,,Jan,,,,Feb,,,,Mar,,,,Apr,,,,May,,,,Jun,,,,Jul,,,,Aug,,,,Sep,,,,Oct,,,,Nov,,,,Dec,,,,Jan,,,,Feb,,,,Mar,,,,Apr,,,,May,,,,Jun,,,,Jul,,,,Aug,,,,Sep,,,,Oct,,,,Nov,,,,Dec,,,,Jan,,,,Feb,,,,Mar,,,,Apr,,,,
FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,FB,GB,GL,DS,date
4,46,6,58,37,1,38,33,17,40,51,80,1,29,61,89,23,69,77,21,85,58,70,46,48,60,90,34,98,64,53,3,71,71,66,87,44,63,66,34,73,79,8,47,12,85,39,95,52,3,56,22,41,23,94,64,33,21,69,45,28,26,50,81,34,91,30,20,17,18,8,48,69,29,67,22,88,89,29,46,73,95,95,97,14,88,19,79,35,9,26,32,52,43,79,26,27,42,91,93,18,26,90,67,38,75,55,29,35,55,60,99,84,36,84,53,31,86,96,89,38,77,28,61,96,62,98,61,91,41,6,96,7,60,33,28,72,94,24,3,7,21,23,13,14,93,40,92,88,40,79,49,45,68,48,72,39,58,51,87,11,88,39,48,22,99,14,2,93,10,32,69,10,96,33,91,72,62,61,62,78,4,80,58,61,97,4,75,75,92,44,44,9,59,87,26,53,48,83,77,84,70,80,38,16,61,29,34,59,68,44,74,59,30,51,30,28,43,67,61,100,63,43,38,45,87,49,4,25,71,36,36,46,78,9,66,88,59,72,52,31,27,23,55,66,30,65,42,20,100,44,71,60,16,77,33,54,74,37,93,3,82,73,40,29,5,50,29,54,79,21,57,53,77,70,1,39,83,51,80,82,9,16,6,26,34,19,46,7,22,8,43,41,15,97,89,27,11,25,52,71,95,18,38,41,31,79,14,30,6,14,70,99,89,76,63,37,81,22,10,25,8,96,16,92,50,55,17,21,70,98,97,43,8,40,65,15,8,90,3,4,77,54,67,86,35,53,67,26,94,60,81,72,60,70,60,49,85,61,9,88,26,55,12,93,44,62,37,96,41,33,86,94,44,82,94,30,42,28,59,95,53,74,37,71,40,4,88,47,92,91,72,34,83,26,70,77,63,65,51,29,40,69,78,48,97,66,88,38,34,74,8,56,89,19,14,5,82,56,81,25,70,33,14,43,49,86,86,69,91,6,74,96,15,85,71,44,58,36,56,49,1,60,92,52,46,22,35,88,51,29,35,9,61,93,98,73,92,16,28,38,54,14,48,17,93,89,65,58,71,63,66,62,70,13,47,22,58,32,92,60,26,39,30,93,75,46,78,50,59,76,62,33,82,18,39,14,55,85,91,17,60,40,30,75,25,48,68,9,87,100,22,3,96,48,66,19,51,59,46,88,16,44,85,38,39,78,45,57,68,27,62,97,22,84,27,31,30,71,21,13,92,25,79,75,84,73,95,14,66,38,68,18,30,41,90,38,74,32,69,99,72,91,2,43,60,18,24,12,28,26,6,84,79,26,21,35,44,47,100,76,39,52,13,47,23,69,43,9,22,41,9,26,90,55,45,83,15,27,28,27,54,57,42,23,88,13,68,70,46,68,66,54,59,56,41,26,89,40,37,86,63,44,71,42,66,58,65,39,17,5,93,2,2,2,68,,,,,1
2,89,3,72,12,100,74,63,55,33,95,18,80,61,1,3,79,87,46,36,1,40,5,5,2,99,32,62,66,83,60,33,70,2,74,62,13,62,81,90,20,82,77,45,28,91,4,39,45,52,100,98,77,84,75,73,20,7,7,51,24,11,75,55,80,96,82,44,2,100,76,23,24,64,64,78,6,18,6,59,21,19,27,23,12,37,52,13,64,20,5,25,66,82,48,90,89,1,39,28,49,100,37,40,67,66,37,8,55,89,57,68,5,70,100,14,95,15,1,74,24,85,17,49,80,88,95,92,15,20,4,72,37,88,74,71,9,40,89,24,70,60,71,51,51,49,65,77,48,39,66,92,71,17,8,58,21,29,87,99,55,55,97,21,14,70,2,76,93,82,46,6,18,17,27,86,6,55,11,41,21,7,78,51,56,97,42,65,59,9,15,75,53,53,84,95,23,79,76,39,10,96,44,18,21,3,86,59,94,16,83,47,18,11,88,82,28,30,100,78,80,6,99,42,43,44,68,11,38,10,15,80,89,49,89,20,65,6,20,90,7,62,60,98,44,47,14,65,69,86,12,70,97,91,96,47,49,14,89,10,19,43,53,99,50,61,95,22,97,29,95,66,81,37,18,1,48,52,23,95,87,8,35,25,95,34,90,74,54,49,94,34,55,25,65,14,49,30,37,17,67,85,63,89,92,11,40,48,32,20,30,61,30,68,56,32,84,23,93,16,77,75,27,69,87,99,12,83,4,21,71,51,82,66,28,14,17,1,17,80,70,69,27,44,6,87,65,67,33,31,25,82,96,68,82,92,75,90,19,28,79,27,91,61,61,47,97,44,50,7,1,55,86,100,5,78,34,21,43,71,20,13,88,24,52,12,66,52,99,60,7,67,16,6,5,97,53,17,25,30,93,100,59,27,18,16,42,45,8,8,60,13,9,58,82,39,14,14,31,80,44,9,8,41,100,44,49,34,75,29,49,39,30,45,47,53,37,33,9,17,9,81,9,66,100,30,62,25,34,31,12,28,73,37,59,79,35,89,77,95,7,12,52,46,66,30,56,75,95,98,85,81,32,83,4,91,49,29,79,48,68,77,97,60,64,9,80,4,16,77,22,5,16,13,30,1,74,58,94,76,40,34,59,99,96,12,54,51,89,40,40,10,55,62,22,83,82,64,38,8,56,60,97,56,11,73,59,30,40,10,10,32,48,61,97,87,7,63,52,85,13,75,5,90,18,70,80,76,33,39,66,39,98,46,74,34,16,4,54,43,37,82,69,89,18,41,66,76,29,46,54,99,1,1,77,15,70,33,54,4,100,11,60,90,53,63,88,50,3,9,12,71,6,6,69,1,1,71,94,79,11,56,23,73,80,98,71,56,100,57,57,70,63,58,70,96,8,69,75,89,19,82,76,27,96,5,92,63,90,99,4,78,91,2,30,49,,,,,2
10,19,69,40,6,1,80,44,12,2,28,26,1,72,1,100,20,67,99,17,57,40,35,5,10,48,70,52,26,80,66,3,13,15,41,99,45,53,1,50,86,62,38,69,19,38,82,59,61,44,53,52,61,44,80,60,51,47,99,16,40,21,54,40,95,13,30,21,47,22,88,20,5,8,65,67,82,19,86,64,45,6,80,59,36,34,37,84,46,99,68,76,9,82,49,2,7,61,94,78,23,3,31,81,67,24,28,13,97,15,20,98,28,46,40,3,71,93,71,15,38,55,38,31,1,42,89,54,97,72,41,28,56,20,81,41,62,97,13,95,97,87,22,61,88,58,71,36,47,5,94,89,11,17,75,17,20,52,71,82,68,75,55,70,14,64,82,7,91,98,36,27,20,99,87,94,64,59,7,62,22,40,65,28,82,97,52,51,97,74,50,37,99,91,87,94,6,100,71,51,25,50,56,30,83,26,55,79,1,4,64,64,33,88,73,75,89,36,75,68,48,10,67,95,55,27,81,87,74,71,45,4,22,23,23,91,8,36,21,26,75,59,64,15,82,3,67,82,72,95,66,93,51,21,60,10,47,20,69,1,81,24,42,21,19,1,81,1,75,13,95,63,65,65,79,1,18,3,49,35,21,63,52,66,93,5,70,4,88,18,29,92,6,24,21,85,40,66,45,66,10,13,89,8,61,82,11,39,30,87,8,2,22,92,73,73,45,71,89,48,8,91,51,50,52,77,40,92,72,10,27,97,94,9,58,88,100,49,41,42,11,81,77,68,56,17,79,59,26,62,46,84,94,100,75,22,29,91,87,18,64,74,58,36,71,94,4,81,7,23,91,55,43,63,36,25,51,26,74,1,60,91,63,69,54,72,40,49,46,69,65,42,8,99,22,6,2,11,9,24,96,17,86,65,47,32,55,39,86,75,35,27,68,48,91,19,1,88,38,60,76,37,17,80,29,57,26,26,71,17,29,69,89,39,70,11,49,40,9,8,81,85,58,59,51,33,1,66,19,79,99,97,67,72,47,1,44,15,19,75,22,28,27,30,58,30,75,49,58,38,78,55,80,7,3,2,45,41,94,34,62,51,15,77,54,53,76,92,81,36,79,14,86,72,66,80,74,19,49,81,77,48,80,38,98,97,97,62,45,52,89,94,52,61,16,43,40,2,59,7,24,93,37,96,19,13,64,16,70,6,10,3,27,98,93,62,32,17,55,17,4,59,70,99,28,69,88,92,28,55,2,69,100,7,9,59,79,97,45,15,85,60,40,6,92,57,53,89,69,5,24,48,61,3,9,14,91,76,62,54,76,75,96,79,22,2,62,88,98,28,42,87,62,45,12,61,7,60,17,9,32,27,21,36,100,64,59,92,88,94,72,73,31,42,39,87,28,35,7,29,69,91,31,72,81,91,99,44,8,42,37,94,6,2,2,19,,,,,3
45,52,21,41,21,80,86,83,82,94,66,83,20,42,1,6,16,39,95,99,29,14,49,5,52,11,10,65,16,1,73,33,24,31,92,87,31,70,57,74,35,97,41,30,98,84,97,87,12,81,52,94,3,84,99,30,58,15,35,23,37,27,63,93,13,97,70,31,9,97,50,1,14,50,82,65,15,93,1,39,15,32,19,8,41,74,15,34,48,14,96,61,3,81,19,45,74,30,1,24,24,84,99,81,67,66,23,77,38,9,46,61,4,91,68,88,80,53,27,100,1,21,21,58,33,70,50,99,25,66,88,31,42,55,44,35,93,89,96,70,55,96,97,61,10,18,74,44,40,92,72,42,60,90,4,83,26,72,1,3,99,40,54,25,73,36,37,79,85,4,4,50,70,88,81,41,87,56,32,70,23,95,26,57,53,97,72,35,9,70,69,100,67,39,62,48,58,34,51,43,23,26,56,16,77,10,47,24,21,93,80,83,89,20,98,54,18,85,90,59,93,19,19,44,7,44,24,66,83,75,20,4,73,7,80,67,1,35,22,30,7,37,89,31,3,41,1,95,21,56,59,89,87,94,24,18,47,40,8,27,49,5,92,82,52,86,54,5,16,89,96,43,45,9,85,1,12,82,42,34,100,40,88,68,92,21,93,12,48,21,86,9,88,27,85,23,26,57,45,52,76,64,78,78,80,57,77,58,29,15,99,80,58,65,93,100,6,47,61,56,60,88,100,84,44,77,92,42,75,82,56,93,84,30,22,72,79,5,81,26,50,71,62,32,5,21,49,87,2,56,51,74,37,99,30,68,75,97,87,6,99,57,52,99,60,30,17,88,40,44,3,52,10,25,85,27,84,41,57,88,63,98,92,94,32,28,34,82,70,96,65,85,28,53,34,42,30,9,30,72,23,88,59,9,98,23,33,29,5,90,89,75,59,47,84,2,53,37,2,87,95,62,99,21,41,70,28,61,9,42,6,32,56,88,66,81,32,14,67,63,69,91,81,30,19,45,63,53,100,78,33,25,27,56,18,46,60,52,65,65,18,57,2,73,100,16,3,89,93,100,47,52,62,71,27,42,19,86,74,64,34,6,100,65,67,62,62,52,90,88,74,91,88,3,50,27,68,19,71,34,54,90,29,76,43,90,67,27,6,13,16,82,16,44,94,2,81,25,53,10,62,24,59,10,98,44,33,84,18,62,3,29,76,25,62,51,53,93,14,78,61,41,62,65,41,20,2,76,1,46,50,18,47,29,93,21,48,33,51,46,23,58,28,57,88,72,74,30,56,20,3,78,85,66,76,58,84,77,30,76,98,33,57,50,71,53,85,43,82,81,5,2,40,88,64,7,84,74,43,53,77,36,1,88,22,61,22,56,100,52,54,72,26,8,6,62,74,20,79,92,35,1,92,64,28,13,23,88,40,84,95,18,66,2,90,54,,,,,4
2,1,17,1,2,1,90,14,84,32,32,65,1,4,1,18,21,1,33,46,1,60,38,5,51,82,90,3,61,97,22,46,19,99,86,8,97,83,57,51,1,39,13,70,49,8,83,15,90,35,97,8,87,19,32,17,20,24,34,51,41,1,2,92,16,57,76,31,27,22,70,75,14,68,94,70,99,95,21,50,29,43,51,40,39,96,83,73,55,60,100,9,19,52,13,88,93,4,93,12,33,59,16,51,64,81,4,21,71,80,48,77,3,76,63,91,37,32,18,80,44,94,26,55,5,69,65,35,47,76,15,72,42,86,58,25,82,6,10,6,81,81,57,71,57,20,69,26,1,93,91,91,20,6,25,84,72,65,91,22,61,57,61,29,43,80,29,41,13,31,63,41,42,68,5,86,17,48,4,98,2,92,74,70,59,97,83,43,93,66,73,15,9,52,76,5,34,79,84,34,79,90,25,81,4,97,46,70,94,19,9,22,82,87,66,51,68,58,97,50,79,19,53,79,27,84,73,22,94,92,98,76,61,75,63,64,48,67,23,24,87,33,81,90,11,48,54,64,42,11,99,84,20,81,58,50,33,20,17,8,96,32,98,66,40,76,96,63,98,70,16,10,52,58,73,67,84,94,78,31,57,62,84,7,69,76,40,21,63,83,31,89,19,85,89,53,96,26,49,16,85,41,92,91,6,8,80,63,18,41,43,38,59,68,59,76,77,26,11,41,99,100,6,80,13,21,69,69,16,44,94,88,10,90,16,3,65,56,48,53,33,99,73,26,2,2,42,35,11,97,10,20,63,94,69,84,89,90,34,28,71,81,72,57,64,51,98,33,23,58,57,43,98,26,97,75,8,53,17,73,58,10,40,92,85,49,32,100,64,52,22,11,19,24,39,52,93,6,38,13,26,5,25,8,73,24,82,97,93,18,77,58,95,95,87,45,11,64,22,28,73,36,87,17,97,58,100,79,45,10,7,7,4,90,5,33,97,31,91,86,38,49,4,69,12,68,30,21,73,2,53,13,21,81,12,5,42,75,67,61,17,2,12,18,86,15,70,3,74,74,45,91,63,11,4,64,85,11,31,77,63,83,81,72,40,96,7,56,22,74,28,17,63,55,11,84,70,49,62,36,35,15,100,92,68,25,59,8,65,9,1,28,16,74,70,47,83,3,89,81,12,5,33,79,29,22,28,17,41,15,36,53,33,83,24,21,32,77,35,83,61,100,93,14,26,60,40,20,34,8,13,32,76,2,71,90,20,71,56,47,23,5,98,33,94,94,1,75,90,94,45,49,37,77,18,44,66,80,94,100,46,29,19,86,25,61,11,47,68,67,98,24,90,40,46,18,18,74,92,48,74,56,14,65,14,82,28,85,52,67,41,4,43,39,79,55,2,92,80,68,67,72,92,78,36,5,40,18,4,76,40,20,7,46,74,36,,,,,5
